Country,City,lng,lat
China,Shizuishan,106.769,39.2333
Thailand,Si Sa Ket,104.3294,15.1069
India,Siddhapur,72.3833,23.9167
Poland,Sieradz,18.75,51.6
India,Simdega,84.52,22.62
Romania,Simeria,23.01,45.85
Croatia,Sinj,16.6333,43.7
India,Sirsa,75.0167,29.5333
India,Sirsa,84.7403,26.2667
Ukraine,Skvyra,29.6833,49.7333
Republic of Moldova,Slobozia,27.3661,44.5639
Republic of Moldova,Slobozia,29.7,46.7333
United Kingdom of Great Britain and Northern Ireland,Slough,-0.5881,51.5084
India,Sompeta,84.6,18.93
Spain,Sopelana,-2.9792,43.3814
Spain,Soria,-2.4667,41.7667
Uganda,Soroti,33.6111,1.715
United States of America,South Burlington,-73.2202,44.4622
United Kingdom of Great Britain and Northern Ireland,Southport,-3.0053,53.6475
United Kingdom of Great Britain and Northern Ireland,Southport,153.4,-27.9667
United Kingdom of Great Britain and Northern Ireland,Southport,-76.8775,42.04
United States of America,Springville,-111.6205,40.1638
United Kingdom of Great Britain and Northern Ireland,Stalybridge,-2.04,53.4834
Serbia,Stara Pazova,20.1667,44.9833
United States of America,Staunton,-79.0611,38.1593
Germany,Steinen,7.7403,47.6453
Germany,Stolberg,6.2333,50.7667
United States of America,Stoughton,-71.1019,42.1192
United States of America,Stoughton,-89.2225,42.9237
Germany,Stralsund,13.0819,54.3092
Denmark,Struer,8.5897,56.4856
Turkey,Suluova,35.65,40.8333
Costa Rica,San Francisco,-122.4449,37.7558
Costa Rica,San Francisco,-84.0582,9.9083
Costa Rica,San Francisco,-88.1,13.7
Costa Rica,San Francisco,-112.6,30.9
Costa Rica,San Francisco,125.9771,8.505
Costa Rica,San Francisco,-62.0714,-31.4356
Costa Rica,San Francisco,124.35,10.65
Costa Rica,San Francisco,-89.9342,16.8017
Costa Rica,San Francisco,-87.0333,15.6667
Costa Rica,San Francisco,-88.3667,14.1167
Italy,San Gennaro Vesuviano,14.5333,40.8667
United States of America,Sanford,-81.2757,28.7891
United States of America,Sanford,-79.177,35.4875
United States of America,Sanford,-70.7573,43.4244
India,Sankeshwar,74.48,16.27
China,Sanmenxia,111.195,34.7736
,Santa Pola,-0.5556,38.1897
Nigeria,Sapele,5.6536,5.8261
Canada,Sarnia,-82.3089,42.9994
Germany,Schneeberg,12.6456,50.5942
Germany,Schopfheim,7.8167,47.65
Germany,Schotten,9.1167,50.5
Germany,Senden,10.0667,48.3167
Germany,Senden,7.4828,51.8572
Germany,Senftenberg,14.0167,51.5167
Italy,Sestu,9.0918,39.2994
Brazil,Sete Lagoas,-44.2469,-19.4658
Cambodia,Svay Rieng,105.8,11.0833
Brazil,Tamboril,-70.6,19.48
Brazil,Tamboril,-40.3208,-4.8319
India,Shertallai,76.3361,9.6869
United States of America,Sherwood,-92.2029,34.8507
United States of America,Sherwood,-122.8427,45.3594
Italy,Siano,14.6944,40.8025
United States of America,Signal Hill,-118.1681,33.803
United States of America,Silver Spring,-77.0207,39.0028
United States of America,Silver Spring,-77.0567,40.2503
Portugal,Silves,-8.4389,37.1869
Portugal,Silves,-58.2092,-2.8389
China,Simao,100.9782,22.7807
Netherlands,Simpelveld,5.9833,50.8333
,Sinop,-55.6492,-11.8481
,Sinop,35.1511,42.0267
India,Sivaganga,78.4809,9.8433
Canada,Smiths Falls,-76.0167,44.9
United States of America,Glen Carbon,-89.9822,38.758
Russian Federation,Goyty,45.6228,43.1642
United States of America,Grand Haven,-86.2201,43.0553
United States of America,Greencastle,-86.8418,39.6432
Germany,Greifswald,13.3833,54.0833
United States of America,Grenada,-89.813,33.7816
United States of America,Griffin,-84.2748,33.2418
United States of America,Groves,-93.9164,29.9457
India,Gua,85.3877,22.2136
Russian Federation,Gubkin,37.5667,51.2833
Canada,Guelph,-80.25,43.55
Philippines,Guiuan,125.73,11.03
Pakistan,Gujrat,74.0789,32.5739
India,Gulbarga,76.825,17.329
Germany,Gundelfingen,7.8657,48.0425
France,Guyancourt,2.0739,48.7714
Viet Nam,Hanoi,105.8542,21.0283
Netherlands,Harderwijk,5.6167,52.35
France,Harnes,2.9058,50.445
United States of America,Harrisburg,-76.8843,40.2752
United States of America,Harrisburg,-80.6485,35.3125
Thailand,Hat Yai,100.4667,7.0167
United States of America,Hayden,-116.804,47.768
Germany,Herdecke,7.4333,51.4
Germany,Herzberg,13.2333,51.6833
United Kingdom of Great Britain and Northern Ireland,Heswall,-3.099,53.328
Netherlands,Hillegom,4.5833,52.2833
India,Himatnagar,72.95,23.6
United States of America,Hollister,-121.3986,36.8555
Kenya,Homa Bay,34.45,-0.5167
United States of America,Hope,-93.5895,33.6682
United States of America,Huntington Station,-73.405,40.8446
Uganda,Ibanda,30.495,-0.1347
Nigeria,Idah,6.75,7.0833
United Republic of Tanzania,Ifakara,36.6833,-8.1
Madagascar,Ikalamavony,46.5833,-21.15
Peru,Imperial,-115.572,32.839
Germany,Ingolstadt,11.425,48.7631
Austria,Innsbruck,11.3933,47.2683
Colombia,Ipiales,-77.6444,0.8303
Brazil,Irati,-50.6508,-25.4669
Turkey,Istanbul,28.955,41.0136
Brazil,Itabirito,-43.8008,-20.2528
Japan,Itako,140.5554,35.9471
Brazil,Iturama,-50.1958,-19.7278
Haiti,Jacmel,-72.5367,18.2353
Mexico,Jimenez,123.8333,8.3333
Kenya,Kabarnet,35.744,0.494
India,Kadi,72.3322,23.3009
Kenya,Kajiado,36.7833,-1.85
Russian Federation,Kaluga,36.2667,54.5333
Japan,Kameyama,136.4517,34.8558
Japan,Kamisu,140.6645,35.8899
United States of America,Fortuna Foothills,-114.3974,32.6616
United States of America,Fraser,-82.9496,42.5388
Mexico,Fresnillo,-102.8675,23.175
Russian Federation,Frolovo,43.6667,49.7667
,Futtsu,139.857,35.3041
Uzbekistan,Gagarin,35.0167,55.55
United States of America,Galt,-121.3004,38.2698
Germany,Gauting,11.3739,48.0678
Germany,Gelsenkirchen,7.1,51.5167
Germany,Germering,11.3667,48.1333
Italy,Giarre,15.1833,37.7333
,Gingoog,125.1,8.8167
Brazil,Encantado,-51.87,-29.2358
Germany,Engelskirchen,7.4167,50.9833
Germany,Enger,8.5667,52.1333
United States of America,Exeter,-3.5269,50.7256
United States of America,Exeter,-75.834,40.3139
United States of America,Exeter,-70.9646,42.9901
United States of America,Exeter,-119.1459,36.2941
United States of America,Fairview,-74.0022,40.8182
United States of America,Fairview,-76.8655,40.1735
United States of America,Fairview,-122.0473,37.6758
United States of America,Fairview,-80.2361,42.0261
United States of America,Fairview,-122.439,45.5469
United States of America,Fairview,-96.6117,33.1399
United States of America,Fairview,-87.1291,35.9815
Turkey,Fethiye,29.1231,36.6514
Italy,Fiesole,11.2919,43.8072
Germany,Flensburg,9.4367,54.7819
South Africa,Fochville,27.4833,-26.4833
United States of America,Folsom,-121.1422,38.6668
United States of America,Forestville,-76.8708,38.8518
United States of America,Forestville,-84.3389,39.0711
Italy,Formello,12.4,42.0833
United States of America,Fort Collins,-105.0656,40.5477
Thailand,Chanthaburi,102.1039,12.6086
Mexico,Chapala,-103.1911,20.2961
United States of America,Charlottesville,-78.4855,38.0375
Brazil,Charqueada,-47.7781,-22.5097
United States of America,Chicopee,-72.5719,42.1764
China,Chifeng,118.9223,42.2663
India,Chikitigarh,84.6145,19.2023
United States of America,Chillicothe,-82.9939,39.3393
United States of America,Chillicothe,-93.5499,39.7953
Mozambique,Chimoio,33.45,-19.1167
Japan,Chitose,141.6509,42.821
India,Chittaranjan,86.87,23.87
Czechia,Chomutov,13.4167,50.4611
Netherlands,Bloemendaal,4.6,52.4
South Africa,Bloemhof,25.59,-27.65
United States of America,Bloomingdale,-82.2624,27.8784
United States of America,Bloomingdale,-88.0895,41.9497
United States of America,Bloomingdale,-82.5096,36.5793
United States of America,Blue Ash,-84.3827,39.248
United States of America,Boca Raton,-80.108,26.3752
Italy,Bollate,9.1167,45.55
Italy,Bracciano,12.1833,42.1
Spain,Brenes,-5.8667,37.55
France,Brest,23.6569,52.1347
France,Brest,-4.49,48.39
Brazil,Brotas,-48.1269,-22.2839
United States of America,Brown Deer,-87.975,43.1743
United States of America,Buena Park,-118.0046,33.8572
Bosnia and Herzegovina,Bugojno,17.4508,44.0572
Turkey,Bulancak,38.2333,40.9333
Netherlands,Bussum,5.1667,52.2833
Philippines,Bustos,120.9167,14.95
United States of America,Butler,-79.8962,40.8616
United States of America,Butler,-75.9798,41.0358
Russian Federation,Buynaksk,47.1167,42.8167
Azerbaijan,Buzovna,50.1164,40.5161
Italy,Calcinato,10.4146,45.4581
Colombia,Caldas,-75.638,6.09
Colombia,Caldas,-46.3858,-21.9239
United States of America,Calumet City,-87.5505,41.6134
Angola,Camacupa,17.4686,-12.0256
Spain,Cambre,-8.333,43.283
Brazil,Campo Maior,-42.1689,-4.8278
Italy,Camponogara,12.0667,45.3833
Brazil,Campos Gerais,-45.7589,-21.235
United States of America,Canyon,-101.919,34.9911
Brazil,Capela,-37.0528,-10.5028
Brazil,Capela,-36.0736,-9.4075
Brazil,Caraguatatuba,-45.4128,-23.62
Italy,Carbonia,8.5222,39.1672
Venezuela (Bolivarian Republic of),Carora,-70.0783,10.1692
United States of America,Carrboro,-79.0878,35.9259
Italy,Casarano,18.1667,40.0167
Italy,Caserta,14.3333,41.0667
Saint Lucia,Castries,-60.9833,14.0167
Italy,Cattolica,12.7333,43.9667
Italy,Cerveteri,12.1,42.0
Italy,Artena,12.9167,41.7333
Sweden,Arvika,12.5914,59.6542
Russian Federation,Asbest,61.4667,57.0
Germany,Aschaffenburg,9.15,49.9667
Germany,Ascheberg,7.62,51.7889
Germany,Aschersleben,11.4667,51.75
United States of America,Atlanta,-84.422,33.7628
United States of America,Atlantic City,-74.4527,39.3797
Iraq,Balad,44.1453,34.0164
,Balikpapan,116.8277,-1.2768
Mali,Bamako,-7.9922,12.6458
Philippines,Bambang,121.0689,14.5228
Philippines,Bambang,121.1075,16.3872
Mali,Banamba,-7.45,13.55
Cuba,Banes,-75.7117,20.9697
Indonesia,Banjarmasin,114.5925,-3.32
India,Barela,80.0508,23.0968
France,Barentin,0.9536,49.5444
Italy,Barga,10.4817,44.075
Philippines,Barra,-43.1419,-11.0889
Colombia,Barranquilla,-74.8019,10.9833
Democratic Republic of the Congo,Basoko,23.6,1.2333
United Kingdom of Great Britain and Northern Ireland,Bath,-2.36,51.38
United Kingdom of Great Britain and Northern Ireland,Bath,-77.3083,42.3219
United Kingdom of Great Britain and Northern Ireland,Bath,-69.8346,43.9346
Canada,Bathurst,149.5778,-33.42
Canada,Bathurst,-65.65,47.62
Portugal,Belas,13.265,-8.9983
Portugal,Belas,-9.2716,38.7754
United States of America,Cloverleaf,-95.1724,29.7882
United States of America,Clute,-95.3975,29.0256
Brazil,Cocal,-41.555,-3.4708
Italy,Codroipo,12.9792,45.9625
Netherlands,Coevorden,6.75,52.6667
Belgium,Colfontaine,3.8514,50.4057
United States of America,Concord,-122.0016,37.9722
United States of America,Concord,-80.6369,35.3933
United States of America,Concord,-71.5595,43.2305
United States of America,Concord,-90.3574,38.5117
United States of America,Concord,-71.3639,42.462
United States of America,Concord,-75.5135,39.8741
Argentina,Concordia,-58.0333,-31.4
Argentina,Concordia,-75.909,6.049
Argentina,Concordia,-74.8333,10.2667
Canada,Cornwall,-74.74,45.0275
Canada,Cornwall,-74.054,41.4195
United States of America,Costa Mesa,-117.9135,33.6667
Germany,Cremlingen,10.6542,52.2489
Costa Rica,Curridabat,-84.0348,9.916
India,Dabra,78.3322,25.8857
United States of America,Beavercreek,-84.0624,39.731
Netherlands,Beesel,6.0333,51.2833
United States of America,Belvedere Park,-84.2599,33.7489
Switzerland,Bern,7.4475,46.9481
Germany,Besigheim,9.1417,48.9983
France,Bezons,2.2178,48.9261
India,Bikramganj,84.2551,25.2107
Italy,Giulianova,13.95,42.75
United States of America,Glen Rock,-74.125,40.9601
United States of America,Glendale,-112.2311,33.5791
United States of America,Glendale,-118.2468,34.1819
United States of America,Glendale,-87.9277,43.1287
,Gold Coast,153.4,-28.0167
United States of America,Golden,-105.2118,39.7406
India,Gomoh,86.1516,23.8735
United States of America,Grand Forks,-97.0884,47.9214
United States of America,Greenville,-82.3646,34.8354
United States of America,Greenville,-77.376,35.5943
United States of America,Greenville,-9.0333,5.0167
United States of America,Greenville,-91.0514,33.385
United States of America,Greenville,-96.1099,33.1116
United States of America,Greenville,-84.6209,40.1043
United States of America,Greenville,-73.8189,40.9986
United States of America,Greenville,-85.2534,43.1797
United States of America,Greenville,-71.5549,41.882
China,Guangzhou,113.26,23.13
China,Haikou,110.32,20.02
United Kingdom of Great Britain and Northern Ireland,Halesowen,-2.0509,52.4502
,Hambantota,81.1225,6.1244
Germany,Hanau,8.9169,50.1328
China,Harbin,126.6333,45.75
Netherlands,Hardenberg,6.6167,52.5667
France,Hazebrouck,2.5392,50.725
Germany,Hettstedt,11.5,51.6333
Hungary,Heves,20.2833,47.6
Japan,Hidaka,139.3391,35.9078
Japan,Hidaka,142.0743,42.4803
United States of America,Hillsborough,-74.674,40.4985
United States of America,Hillsborough,-74.6523,40.5069
United States of America,Hillsborough,-122.3586,37.5572
United States of America,Hillsborough,-79.0991,36.0679
Uganda,Hima,30.1775,0.2906
Ethiopia,Himora,36.6097,14.2861
Japan,Hitoyoshi,130.75,32.2167
United States of America,Holliston,-71.445,42.1977
Brazil,Horizontina,-54.3078,-27.6258
India,Hospet,76.3909,15.2689
China,Huilong,121.6574,31.8131
United States of America,Hyattsville,-76.9548,38.9613
Romania,Ianca,27.4747,45.135
Philippines,Iba,119.9833,15.3333
Spain,Ibi,-0.5753,38.6272
Japan,Iiyama,138.3655,36.8516
Denmark,Ikast,9.15,56.1333
Chile,Illapel,-71.1667,-31.6333
Brazil,Imperatriz,-47.4833,-5.5333
United States of America,Indian Trail,-80.6452,35.0699
Russian Federation,Ishimbay,56.0333,53.45
,Isla Mujeres,-86.7115,21.2084
Pakistan,Islamabad,73.0639,33.6931
Brazil,Itapevi,-46.9342,-23.5489
Mexico,Ixmiquilpan,-99.2589,20.4861
Japan,Iyo,132.7,33.75
India,Jagdispur,88.29,22.65
Brazil,Jaru,-62.4664,-10.4389
Mexico,Jerez,-89.75,14.1
Ecuador,Jipijapa,-80.5786,-1.3486
India,Junnar,73.88,19.2
Japan,Kaita,132.536,34.3722
Malaysia,Kangar,100.2,6.4333
Armenia,Kapan,46.415,39.2011
Russian Federation,Karabulak,44.9167,43.3167
Pakistan,Karachi,67.01,24.86
Philippines,Kawit,120.9,14.4333
Nigeria,Keffi,7.8733,8.8464
United States of America,Kenner,-90.2549,30.0109
Russian Federation,Khabarovsk,135.0667,48.4833
Pakistan,Khanpur,70.6567,28.6453
Costa Rica,San Antonio,-98.5238,29.4632
Costa Rica,San Antonio,121.0311,14.4656
Costa Rica,San Antonio,-57.6097,-25.3797
Costa Rica,San Antonio,-84.1879,9.9781
Costa Rica,San Antonio,-71.6217,-33.5933
Costa Rica,San Antonio,120.8533,15.3078
Costa Rica,San Antonio,120.0864,14.9486
Costa Rica,San Antonio,121.3,13.9
Costa Rica,San Antonio,-75.5,3.9167
Costa Rica,San Antonio,-74.6667,10.0
Costa Rica,San Antonio,124.279,12.414
Italy,San Giuliano Milanese,9.2833,45.4
Italy,San Giuseppe Vesuviano,14.5,40.8333
Philippines,San Jacinto,-116.9916,33.797
Philippines,San Jacinto,120.4411,16.0725
Philippines,San Jacinto,123.7336,12.5683
Philippines,San Jacinto,-75.1219,9.8311
Philippines,San Jacinto,-89.5,14.6667
Philippines,San Miguel,-88.1775,13.4814
Philippines,San Miguel,120.9783,15.1458
Philippines,San Miguel,-58.7167,-34.5333
Philippines,San Miguel,121.0,14.6
Philippines,San Miguel,126.0403,8.9322
Philippines,San Miguel,122.4667,10.7833
Philippines,San Miguel,124.3167,10.0
Philippines,San Miguel,123.2678,7.65
Philippines,San Miguel,124.83,11.2942
Philippines,San Miguel,119.871,11.492
Philippines,San Miguel,124.3008,13.6411
Bulgaria,Sandanski,23.2823,41.5681
United States of America,Sandy Springs,-84.3703,33.9366
Guatemala,Santa Catarina Pinula,-90.488,14.5644
,Santa Flavia,13.5333,38.0833
United States of America,Santa Monica,-118.481,34.0235
United States of America,Santa Monica,126.038,10.02
Colombia,Santa Rosa,121.1167,14.3167
Colombia,Santa Rosa,-122.7067,38.4458
Colombia,Santa Rosa,-64.2833,-36.6167
Colombia,Santa Rosa,120.9389,15.4239
Colombia,Santa Rosa,-54.4808,-27.8708
Colombia,Santa Rosa,-79.9617,-3.4522
Colombia,Santa Rosa,-75.3686,10.4456
Colombia,Santa Rosa,-56.85,-26.8667
Colombia,Santa Rosa,-68.15,-33.25
Venezuela (Bolivarian Republic of),Santa Teresa,-40.6,-19.9358
Venezuela (Bolivarian Republic of),Santa Teresa,-86.1639,11.8039
Venezuela (Bolivarian Republic of),Santa Teresa,-53.6328,-25.0519
Brazil,Sapiranga,-51.0069,-29.6378
United States of America,Coconut Creek,-80.1842,26.2803
El Salvador,Cojutepeque,-88.9333,13.7167
Italy,Colleferro,13.0167,41.7333
United States of America,Conroe,-95.4824,30.3238
Italy,Cordenons,12.7,45.9833
Brazil,Coremas,-37.9458,-7.0139
Nicaragua,Corinto,-76.2594,3.1739
Nicaragua,Corinto,-44.4558,-18.3808
Nicaragua,Corinto,-87.1742,12.4819
Nicaragua,Corinto,-87.9667,13.8167
Canada,Courtenay,-124.9944,49.6878
Belgium,Couvin,4.4833,50.05
Canada,Cowansville,-72.75,45.2
United States of America,Creve Coeur,-90.443,38.662
,Crotone,17.1167,39.0833
United States of America,Chapel Hill,-79.0391,35.9271
France,Chartres,1.484,48.456
India,Chengam,78.7925,12.3112
France,Cherbourg,-1.6,49.6333
India,Chhapra,85.3721,26.4005
Guatemala,Chichicastenango,-91.1105,14.9442
India,Chicholi,77.66,22.01
Russian Federation,Chita,113.5,52.0333
Russian Federation,Chita,136.8667,35.0
Russian Federation,Chita,-72.4167,6.1667
Argentina,Chivilcoy,-60.0167,-34.9
Italy,Cingoli,13.2167,43.3667
United States of America,Clearfield,-112.0238,41.103
Netherlands,Ommen,6.4167,52.5167
Philippines,Oroquieta,123.8,8.4833
United States of America,Oskaloosa,-92.6404,41.2922
Chile,Osorno,-73.1353,-40.5725
Brazil,Ouro Fino,-46.3689,-22.2828
United States of America,Owings Mills,-76.7913,39.4115
Brazil,Pacatuba,-38.62,-3.9839
Brazil,Pacatuba,-36.6508,-10.4528
Mexico,Pachuca,-98.75,20.1
Chile,Paine,-70.75,-33.8167
United States of America,Palatine,-88.043,42.118
United States of America,Panama City,-79.5167,8.9833
United States of America,Panama City,-85.6003,30.1995
United States of America,Weston,-80.4054,26.1006
United States of America,Weston,-2.798,53.413
United States of America,Weston,-89.5487,44.8906
United States of America,Weston,-71.3001,42.3589
United States of America,Weston,-73.3726,41.2284
United States of America,Winter Park,-81.3442,28.5989
Switzerland,Winterthur,8.7286,47.4989
Poland,Wolsztyn,16.1167,52.1167
United States of America,Wyckoff,-74.1676,40.9989
Mexico,Xalatlaco,-99.4164,19.1811
China,Xinyu,114.9242,27.795
Mexico,Xoxocotla,-99.2439,18.685
Russian Federation,Yalutorovsk,66.2833,56.65
Russian Federation,Yaransk,47.9,57.3167
Russian Federation,Yelizovo,158.3833,53.1833
China,Yushan,120.9766,31.3867
Russian Federation,Yuzha,42.0333,56.5833
El Salvador,Zacatecoluca,-88.8667,13.5
Poland,Zakopane,19.95,49.3
Hungary,Zalaegerszeg,16.8511,46.8392
China,Zaozhuang,117.55,34.8667
Spain,Zarautz,-2.1667,43.2833
Russian Federation,Zarinsk,84.9672,53.7089
Belgium,Zedelgem,3.1361,51.1431
Georgia,Zugdidi,41.8667,42.5083
Belgium,Zulte,3.4333,50.9167
China,Wenzhou,120.6561,27.9991
Germany,Wesseling,6.9667,50.8167
United Kingdom of Great Britain and Northern Ireland,Widnes,-2.728,53.363
United States of America,Wilkinsburg,-79.8733,40.4442
United States of America,Willmar,-95.0569,45.1216
France,Wittenheim,7.3369,47.8075
Germany,Wunstorf,9.4294,52.4275
China,Xingtai,114.4753,37.0659
,Vieste,16.1667,41.8833
Netherlands,Vlissingen,3.5667,51.45
Romania,Voluntari,26.1914,44.4925
Serbia,Vranje,21.8972,42.5542
Russian Federation,Vytegra,36.45,61.0
Japan,Wakuya,141.1282,38.5397
Germany,Waldkraiburg,12.4,48.2167
United States of America,Walker Mill,-76.8854,38.8758
Japan,Warabi,139.6797,35.8256
Papua New Guinea,Wau,28.0,7.7
Papua New Guinea,Wau,146.7167,-7.3389
Italy,San Pancrazio Salentino,17.8333,40.4167
Honduras,San Pedro Sula,-88.0333,15.5
Italy,San Salvo,14.7315,42.0455
Brazil,Santa Isabel,-46.2208,-23.3158
Spain,Santander,-3.805,43.4628
Spain,Santander,123.3333,9.45
Brazil,Santo Augusto,-53.7769,-27.8508
Italy,Marigliano,14.45,40.9333
Madagascar,Maroantsetra,49.75,-15.4333
Indonesia,Martapura,114.8333,-3.45
Lesotho,Maseru,27.48,-29.31
Belarus,Masty,24.55,53.417
Canada,Matane,-67.5333,48.85
Belarus,Mazyr,29.2667,52.05
Malaysia,Melaka,102.2486,2.1944
Uruguay,Melo,-54.1833,-32.3667
United States of America,Menomonee Falls,-88.1227,43.1487
South Africa,Messina,15.5542,38.1936
Italy,Minturno,13.75,41.2667
,Moche,-79.0094,-8.1706
Chad,Mongo,18.7,12.1837
Hungary,Monor,19.4489,47.3475
United States of America,Monroe,-92.0774,32.5185
United States of America,Monroe,-74.4286,40.3191
United States of America,Monroe,-80.5596,35.0063
United States of America,Monroe,-74.1941,41.3043
United States of America,Monroe,-83.3849,41.9155
United States of America,Monroe,-121.9851,47.8595
United States of America,Monroe,-73.225,41.3379
United States of America,Monroe,-84.3667,39.4461
United States of America,Monroe,-83.7161,33.799
United States of America,Monroe,-89.6381,42.603
Germany,Moosburg,11.9333,48.4667
Japan,Moriyama,135.9942,35.0586
Germany,Mosbach,9.1467,49.3522
Bosnia and Herzegovina,Mostar,17.8075,43.3436
United States of America,Mount Vernon,-73.8291,40.9136
United States of America,Mount Vernon,-122.3115,48.4203
United States of America,Mount Vernon,-82.4737,40.3854
United States of America,Mount Vernon,-88.9174,38.314
United States of America,Mount Vernon,-77.1043,38.714
Pakistan,Muzaffargarh,71.1942,30.0694
Brazil,Muzambinho,-46.5258,-21.3758
Myanmar,Myingyan,95.3883,21.46
India,Nagda,75.4131,23.4564
,Namerikawa,137.3412,36.7644
France,Nantes,-1.5528,47.2181
United States of America,Tarboro,-77.5563,35.9046
Italy,Taurianova,16.0167,38.35
Ghana,Tema,-0.0167,5.6667
Mexico,Tepatlaxco,-97.9667,19.0667
France,Tergnier,3.2872,49.6558
Belgium,Tessenderlo,5.0897,51.0697
India,Tezu,96.1667,27.9167
Colombia,Tierralta,-76.0594,8.1728
Albania,Tirana,19.8178,41.3289
Russian Federation,Tobolsk,68.2581,58.1953
Italy,Tolentino,13.2841,43.2086
Hungary,Tolna,18.7903,46.4236
Spain,Tolosa,125.0353,11.0633
Spain,Tolosa,-2.0833,43.1333
Russian Federation,Tolyatti,49.4222,53.5089
Russian Federation,Tomsk,84.9522,56.4886
United States of America,Nashville,-86.7842,36.1715
Italy,Nerviano,8.9833,45.55
United States of America,New Providence,-74.4035,40.6996
India,Nidadavole,81.67,16.92
Japan,Nirasaki,138.4461,35.7089
Japan,Noda,139.8667,35.95
Thailand,Nong Kung Si,103.3,16.65
United States of America,North Versailles,-79.8084,40.3785
Russian Federation,Novopavlovsk,43.6333,43.95
Malawi,Ntcheu,34.6667,-14.8333
Russian Federation,Obninsk,36.6106,55.0931
Ukraine,Obukhiv,30.6269,50.1109
Germany,Olbernhau,13.3333,50.6667
Finland,Tornio,24.15,65.85
Italy,Torre Annunziata,14.4444,40.7569
Austria,Traiskirchen,16.2922,48.0189
Italy,Trebaseleghe,12.05,45.5833
Italy,Trecate,8.7333,45.4333
Philippines,Trento,11.1167,46.0667
Philippines,Trento,126.0614,8.0459
Germany,Treuchtlingen,10.9094,48.9553
Norway,Trondheim,10.3933,63.4297
Namibia,Tsumeb,17.7,-19.25
United States of America,Tuckahoe,-77.5858,37.5878
Turkey,Turhal,36.09,40.39
India,Udala,86.5668,21.5781
South Africa,Umtata,28.79,-31.58
Germany,Unna,7.6889,51.5347
Germany,Uslar,9.6358,51.6597
India,Utraula,82.42,27.32
Finland,Vaasa,21.6167,63.1
United States of America,Vacaville,-121.9673,38.3587
France,Valentigney,6.8322,47.4625
Italy,Valenza,8.6458,45.014
Russian Federation,Vanino,140.2425,49.0873
Bulgaria,Vidin,22.8667,44.0
Indonesia,Surabaya,112.7378,-7.2458
Mauritius,Surinam,57.5111,-20.5139
Libya,Surt,16.5886,31.205
Denmark,Svendborg,10.6083,55.0594
China,Taichung,120.6794,24.1439
China,Taitung,121.1444,22.7583
Finland,Tampere,23.76,61.4981
Ukraine,Khorol,132.0742,44.4289
Uganda,Kireka,32.5,0.3467
United States of America,Kissimmee,-81.4169,28.3041
Czechia,Kladno,14.1,50.15
Thailand,Klaeng,101.6483,12.7778
Japan,Kodaira,139.4774,35.7285
Japan,Kokubunji,139.4622,35.7109
Ghana,Konongo,-1.2167,6.6167
Ukraine,Konotop,33.2027,51.2369
Burkina Faso,Koudougou,-2.3667,12.25
Russian Federation,Kozelsk,35.7767,54.0353
Switzerland,Kreuzlingen,9.1667,47.6333
Cameroon,Kribi,9.91,2.935
Japan,Kurayoshi,133.8167,35.4333
Russian Federation,Kusa,59.45,55.35
Russian Federation,Kyakhta,106.45,50.35
Colombia,La Victoria,-69.9,18.55
Colombia,La Victoria,-67.3336,10.2278
Colombia,La Victoria,-76.0364,4.5214
India,Madgaon,73.9581,15.2736
Portugal,Mafra,-9.3319,38.9411
Portugal,Mafra,-49.805,-26.1108
Poland,Malbork,19.0333,54.0333
Turkey,Malkara,26.9042,40.8933
India,Mallapuram,77.673,9.828
Philippines,Malvar,121.1583,14.0417
India,Mangalagiri,80.55,16.43
Philippines,Mangaldan,120.4025,16.07
Cuba,Manicaragua,-79.9764,22.15
Spain,Manises,-0.45,39.4833
Niger,Maradi,7.1,13.4833
Italy,Marcianise,14.3,41.0333
Brazil,Maruim,-37.0819,-10.7378
Iran (Islamic Republic of),Mashhad,59.6,36.3
United States of America,Massena,-74.8339,44.9609
Romania,Medgidia,28.2614,44.2503
Russian Federation,Medvezhyegorsk,34.4667,62.9
,Menton,7.5,43.775
Ukraine,Merefa,36.0686,49.8197
United States of America,Merrick,-73.5535,40.6515
Turkey,Merzifon,35.4633,40.875
Italy,Mesagne,17.8,40.5667
Mexico,Metepec,-99.6047,19.2511
France,Meyzieu,5.0036,45.7667
China,Laiyang,120.7136,36.9758
Germany,Lauenburg,10.5667,53.3833
Netherlands,Leerdam,5.1,51.9
United Kingdom of Great Britain and Northern Ireland,Leigh,-2.515,53.4975
Russian Federation,Lermontov,42.9833,44.1167
Czechia,Liberec,15.0667,50.7667
Germany,Lichtenstein,12.6317,50.7564
France,Limoges,1.2625,45.8353
Germany,Lippstadt,8.35,51.6667
Switzerland,Locarno,8.8,46.1667
Thailand,Lom Sak,101.2468,16.7775
Venezuela (Bolivarian Republic of),Los Teques,-67.0406,10.3411
India,Losal,74.92,27.4
United States of America,Lufkin,-94.7277,31.3217
China,Luohe,114.0109,33.583
United States of America,Lynnfield,-71.0382,42.5356
United States of America,Mableton,-84.5655,33.8133
India,Ilkal,76.1135,15.9592
Japan,Inzai,140.15,35.8333
Brazil,Ipatinga,-42.5333,-19.5
Japan,Iruma,139.3911,35.8358
United States of America,Irvington,-74.2317,40.7243
Nigeria,Iwo,4.1833,7.6333
Mexico,Ixtapa,-92.9167,16.8167
Sri Lanka,Jaffna,80.0167,9.6647
